,0
1008,9870.0
1009,9870.0
1010,9870.0
1011,9870.0
1012,9869.0
1013,9869.0
1014,9869.0
1015,9869.0
1016,9868.0
1017,9868.0
1018,9868.0
1019,9868.0
1020,9868.0
1021,9868.0
1022,9868.0
1023,9867.0
1024,9867.0
1025,9867.0
1026,9867.0
1027,8439.0
1028,9224.0
1029,8525.0
1030,8845.0
1031,9859.0
1032,9241.0
1033,8775.0
1034,8538.0
1035,8914.0
1036,9453.0
1037,9053.0
1038,9729.0
1039,9712.0
1040,9648.0
1041,9644.0
1042,9607.0
1043,9565.0
1044,9543.0
1045,9520.0
1046,9508.0
1047,9504.0
1048,9483.0
1049,9465.0
1050,9404.0
1051,9395.0
1052,9339.0
1053,9280.0
1054,9276.0
1055,9270.0
1056,9239.0
1057,9171.0
1058,8612.0
1059,8945.0
1060,8181.0
1061,8192.0
1062,8216.0
1063,9346.0
1064,9486.0
1065,9245.0
1066,9532.0
1067,9537.0
1068,9574.0
1069,9585.0
1070,9594.0
1071,9590.0
1072,9411.0
1073,9384.0
1074,9223.0
1075,9206.0
1076,9178.0
1077,9174.0
1078,9031.0
1079,8996.0
1080,8933.0
1081,8925.0
1082,8913.0
1083,8907.0
1084,8846.0
1085,8820.0
1086,8779.0
1087,8174.0
1088,8310.0
1089,8332.0
1090,8481.0
1091,9131.0
1092,9402.0
1093,9263.0
1094,9732.0
1095,9418.0
1096,9712.0
1097,9707.0
1098,9626.0
1099,9616.0
1100,9562.0
1101,9451.0
1102,9432.0
1103,9390.0
1104,9383.0
1105,9361.0
1106,9349.0
1107,9342.0
1108,9280.0
1109,9231.0
1110,9187.0
1111,9167.0
1112,9151.0
1113,9083.0
1114,9054.0
1115,8862.0
1116,8807.0
1117,8796.0
1118,8788.0
1119,8780.0
1120,8758.0
1121,8746.0
1122,8719.0
1123,8685.0
1124,9191.0
1125,8360.0
1126,8656.0
1127,9701.0
1128,9165.0
1129,9032.0
1130,8996.0
1131,9030.0
1132,9819.0
1133,8949.0
1134,8923.0
1135,9518.0
1136,9456.0
1137,9446.0
1138,9446.0
1139,9446.0
1140,9446.0
1141,9446.0
1142,9446.0
1143,9446.0
1144,9446.0
1145,9446.0
1146,9446.0
1147,9446.0
1148,9446.0
1149,9446.0
1150,9446.0
1151,9446.0
1152,9446.0
1153,9400.0
1154,9398.0
1155,9387.0
1156,9383.0
1157,9380.0
1158,9375.0
1159,9369.0
1160,9364.0
1161,9358.0
1162,9332.0
1163,9330.0
1164,9328.0
1165,9326.0
1166,9317.0
1167,9312.0
1168,9189.0
1169,9174.0
1170,9157.0
1171,9143.0
1172,9143.0
1173,8887.0
1174,9612.0
1175,9612.0
1176,9627.0
1177,9643.0
1178,9658.0
1179,9674.0
1180,9689.0
1181,9704.0
1182,9720.0
1183,9735.0
1184,9750.0
1185,9766.0
1186,9781.0
1187,9796.0
1188,9811.0
1189,9827.0
1190,9842.0
1191,9857.0
1192,9872.0
1193,9876.0
1194,9876.0
1195,9876.0
1196,9876.0
1197,9876.0
1198,9875.0
1199,9874.0
1200,9873.0
1201,9872.0
1202,9869.0
1203,9868.0
1204,9867.0
1205,9867.0
1206,9867.0
1207,9866.0
1208,9863.0
1209,9861.0
1210,9860.0
1211,9859.0
1212,9858.0
1213,9854.0
1214,9852.0
1215,9849.0
1216,9849.0
1217,9848.0
1218,9848.0
1219,9848.0
1220,9846.0
1221,9845.0
1222,9845.0
1223,9843.0
1224,9841.0
1225,9840.0
1226,9839.0
1227,9837.0
1228,9836.0
1229,9836.0
1230,9833.0
1231,9830.0
1232,9828.0
1233,9825.0
1234,9824.0
1235,9824.0
1236,9823.0
1237,9794.0
1238,9765.0
1239,9764.0
1240,9764.0
1241,9764.0
1242,9760.0
1243,9759.0
1244,9759.0
1245,9758.0
1246,9757.0
1247,9755.0
1248,9753.0
1249,9740.0
1250,9738.0
1251,9734.0
1252,9732.0
1253,9727.0
1254,9723.0
1255,9716.0
1256,9697.0
1257,9685.0
1258,9673.0
1259,9664.0
1260,9660.0
1261,9652.0
1262,9052.0
1263,9718.0
1264,8560.0
1265,9039.0
1266,8851.0
1267,8664.0
1268,8476.0
1269,8850.0
1270,9805.0
1271,9814.0
1272,9825.0
1273,9852.0
1274,9887.0
1275,9886.0
1276,9838.0
1277,9800.0
1278,9792.0
1279,9786.0
1280,9764.0
1281,9741.0
1282,9728.0
1283,9717.0
1284,9714.0
1285,9713.0
1286,9710.0
1287,9703.0
1288,9701.0
1289,9697.0
1290,9685.0
1291,9680.0
1292,9677.0
1293,9673.0
1294,9670.0
1295,9669.0
1296,9663.0
1297,9662.0
1298,9660.0
1299,9659.0
1300,9657.0
1301,9655.0
1302,9633.0
1303,9629.0
1304,9616.0
1305,9603.0
1306,9601.0
1307,9600.0
1308,9595.0
1309,9585.0
1310,9571.0
1311,9567.0
1312,9566.0
1313,9561.0
1314,9559.0
1315,9549.0
1316,9538.0
1317,9524.0
1318,9515.0
1319,9512.0
1320,9505.0
1321,9503.0
1322,9502.0
1323,9497.0
1324,9483.0
1325,9481.0
1326,9479.0
1327,9466.0
1328,9464.0
1329,9463.0
1330,9458.0
1331,9700.0
1332,9737.0
1333,9754.0
1334,9779.0
1335,9800.0
1336,9804.0
1337,9813.0
1338,9826.0
1339,9458.0
1340,8683.0
1341,8334.0
1342,8340.0
1343,8368.0
1344,8374.0
1345,8380.0
1346,8476.0
1347,8518.0
1348,8592.0
1349,8658.0
1350,9018.0
1351,9185.0
1352,9122.0
1353,9440.0
1354,9759.0
1355,9737.0
1356,9659.0
1357,9551.0
1358,9375.0
1359,9353.0
1360,9331.0
1361,9165.0
1362,8905.0
1363,8858.0
1364,8831.0
1365,8807.0
1366,8635.0
1367,8411.0
1368,8493.0
1369,8548.0
1370,8970.0
1371,9008.0
1372,9514.0
1373,9514.0
1374,9516.0
1375,9518.0
1376,9235.0
1377,9568.0
1378,8854.0
1379,8982.0
1380,9109.0
1381,9743.0
1382,9701.0
1383,8854.0
1384,8767.0
1385,8691.0
1386,8560.0
1387,8459.0
1388,8393.0
1389,8366.0
1390,8084.0
1391,8068.0
1392,8094.0
1393,8116.0
1394,8130.0
1395,8195.0
1396,8212.0
1397,8246.0
1398,8409.0
1399,9006.0
1400,9559.0
1401,9458.0
1402,9441.0
1403,9245.0
1404,9233.0
1405,9189.0
1406,9174.0
1407,9144.0
1408,9099.0
1409,9049.0
1410,8950.0
1411,8882.0
1412,8846.0
1413,8852.0
1414,8856.0
1415,8880.0
1416,8914.0
1417,8917.0
1418,8923.0
1419,8985.0
1420,9008.0
1421,8860.0
1422,8950.0
1423,9218.0
1424,8429.0
1425,8399.0
1426,8532.0
1427,9426.0
1428,9033.0
1429,8639.0
1430,9036.0
1431,9884.0
1432,9852.0
1433,9842.0
1434,9837.0
1435,9829.0
1436,9823.0
1437,9809.0
1438,9807.0
1439,9793.0
1440,9766.0
1441,9755.0
1442,9732.0
1443,9714.0
1444,9694.0
1445,9689.0
1446,9687.0
1447,9666.0
1448,9656.0
1449,9643.0
1450,9639.0
1451,9634.0
1452,9632.0
1453,9630.0
1454,9624.0
1455,9365.0
1456,9105.0
1457,8942.0
1458,8852.0
1459,9449.0
1460,8849.0
1461,8571.0
1462,8830.0
