count,mean,std,min,25%,50%,75%,95%,max,ci95_l,ci95_h,ci99_l,ci99_h
10000.0,0.008207600877878113,0.001727163611574999,0.0076529859348839,0.00796146556460155,0.0080293581057534,0.00810521592597995,0.008245537392686075,0.057155653022513,0.008173748471091242,0.008241453284664984,0.008163040056699478,0.008252161699056747
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
