count,mean,std,min,25%,50%,75%,95%,max,ci95_l,ci95_h,ci99_l,ci99_h
10000.0,0.01278166151476292,0.0054743364614513665,0.0,0.00891672424073215,0.01219512195122,0.015974440894569,0.022727272727273,0.054572271386431,0.012674364520118473,0.012888958509407366,0.012640423634057475,0.012922899395468364
10000.0,0.01278166151476292,0.0054743364614513665,0.0,0.00891672424073215,0.01219512195122,0.015974440894569,0.022727272727273,0.054572271386431,0.012674364520118473,0.012888958509407366,0.012640423634057475,0.012922899395468364
10000.0,0.01278166151476292,0.0054743364614513665,0.0,0.00891672424073215,0.01219512195122,0.015974440894569,0.022727272727273,0.054572271386431,0.012674364520118473,0.012888958509407366,0.012640423634057475,0.012922899395468364
10000.0,0.01278166151476292,0.0054743364614513665,0.0,0.00891672424073215,0.01219512195122,0.015974440894569,0.022727272727273,0.054572271386431,0.012674364520118473,0.012888958509407366,0.012640423634057475,0.012922899395468364
10000.0,0.01278166151476292,0.0054743364614513665,0.0,0.00891672424073215,0.01219512195122,0.015974440894569,0.022727272727273,0.054572271386431,0.012674364520118473,0.012888958509407366,0.012640423634057475,0.012922899395468364
10000.0,0.01278166151476292,0.0054743364614513665,0.0,0.00891672424073215,0.01219512195122,0.015974440894569,0.022727272727273,0.054572271386431,0.012674364520118473,0.012888958509407366,0.012640423634057475,0.012922899395468364
10000.0,0.01278166151476292,0.0054743364614513665,0.0,0.00891672424073215,0.01219512195122,0.015974440894569,0.022727272727273,0.054572271386431,0.012674364520118473,0.012888958509407366,0.012640423634057475,0.012922899395468364
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
