count,mean,std,min,25%,50%,75%,95%,max,ci95_l,ci95_h,ci99_l,ci99_h
10000.0,0.10751417113901574,0.016694440292773758,0.051546391752577,0.09595309117463625,0.106428086744965,0.1178333162893875,0.1365664746296215,0.22504047490556,0.10718696010927736,0.10784138216875411,0.10708345457946217,0.1079448876985693
10000.0,0.10751417113901574,0.016694440292773758,0.051546391752577,0.09595309117463625,0.106428086744965,0.1178333162893875,0.1365664746296215,0.22504047490556,0.10718696010927736,0.10784138216875411,0.10708345457946217,0.1079448876985693
10000.0,0.10751417113901574,0.016694440292773758,0.051546391752577,0.09595309117463625,0.106428086744965,0.1178333162893875,0.1365664746296215,0.22504047490556,0.10718696010927736,0.10784138216875411,0.10708345457946217,0.1079448876985693
10000.0,0.10751417113901574,0.016694440292773758,0.051546391752577,0.09595309117463625,0.106428086744965,0.1178333162893875,0.1365664746296215,0.22504047490556,0.10718696010927736,0.10784138216875411,0.10708345457946217,0.1079448876985693
10000.0,0.10751417113901574,0.016694440292773758,0.051546391752577,0.09595309117463625,0.106428086744965,0.1178333162893875,0.1365664746296215,0.22504047490556,0.10718696010927736,0.10784138216875411,0.10708345457946217,0.1079448876985693
10000.0,0.10751417113901574,0.016694440292773758,0.051546391752577,0.09595309117463625,0.106428086744965,0.1178333162893875,0.1365664746296215,0.22504047490556,0.10718696010927736,0.10784138216875411,0.10708345457946217,0.1079448876985693
10000.0,0.10751417113901574,0.016694440292773758,0.051546391752577,0.09595309117463625,0.106428086744965,0.1178333162893875,0.1365664746296215,0.22504047490556,0.10718696010927736,0.10784138216875411,0.10708345457946217,0.1079448876985693
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
