count,mean,std,min,25%,50%,75%,95%,max,ci95_l,ci95_h,ci99_l,ci99_h
10000.0,0.028056449687833652,0.007840355335226094,0.0059582919563059,0.02257636122178,0.027397260273973,0.0327324042520395,0.04184661662969204,0.073710073710074,0.02790277872326322,0.028210120652404084,0.027854168520184817,0.028258730855482486
10000.0,0.028056449687833652,0.007840355335226094,0.0059582919563059,0.02257636122178,0.027397260273973,0.0327324042520395,0.04184661662969204,0.073710073710074,0.02790277872326322,0.028210120652404084,0.027854168520184817,0.028258730855482486
10000.0,0.028056449687833652,0.007840355335226094,0.0059582919563059,0.02257636122178,0.027397260273973,0.0327324042520395,0.04184661662969204,0.073710073710074,0.02790277872326322,0.028210120652404084,0.027854168520184817,0.028258730855482486
10000.0,0.028056449687833652,0.007840355335226094,0.0059582919563059,0.02257636122178,0.027397260273973,0.0327324042520395,0.04184661662969204,0.073710073710074,0.02790277872326322,0.028210120652404084,0.027854168520184817,0.028258730855482486
10000.0,0.028056449687833652,0.007840355335226094,0.0059582919563059,0.02257636122178,0.027397260273973,0.0327324042520395,0.04184661662969204,0.073710073710074,0.02790277872326322,0.028210120652404084,0.027854168520184817,0.028258730855482486
10000.0,0.028056449687833652,0.007840355335226094,0.0059582919563059,0.02257636122178,0.027397260273973,0.0327324042520395,0.04184661662969204,0.073710073710074,0.02790277872326322,0.028210120652404084,0.027854168520184817,0.028258730855482486
10000.0,0.028056449687833652,0.007840355335226094,0.0059582919563059,0.02257636122178,0.027397260273973,0.0327324042520395,0.04184661662969204,0.073710073710074,0.02790277872326322,0.028210120652404084,0.027854168520184817,0.028258730855482486
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
0.0,,,,,,,,,,,,
