aircraft,throughput,serviceTime,queueLength
aircraft[0].dataLink[0],3.2625,1.919873991655975e-05,0.01455938697318
aircraft[0].dataLink[1],2.2225,1.88266789398815e-05,0.025871766029246
aircraft[0].dataLink[2],0.2375,1.7971124919697248e-05,0.021052631578947
aircraft[0].dataLink[3],2.65,1.9232107664662e-05,0.018867924528302
aircraft[0].dataLink[4],1.42,1.9079313623335e-05,0.012323943661972
aircraft[0].dataLink[5],1.5725,1.9018072754376e-05,0.012718600953895
aircraft[0].dataLink[6],1.87,1.93519559139455e-05,0.0040106951871658
aircraft[0].dataLink[7],0.7775,1.909951417832025e-05,0.012861736334405
aircraft[0].dataLink[8],2.7,1.9442777257190502e-05,0.010185185185185
aircraft[0].dataLink[9],2.505,1.9330835030627e-05,0.0079840319361277
aircraft[0].dataLink[0],2.28,1.881164081366425e-05,0.0098684210526316
aircraft[0].dataLink[1],3.6925,1.88060955255085e-05,0.01354096140826
aircraft[0].dataLink[2],0.9825,1.865948996458025e-05,0.020356234096692
aircraft[0].dataLink[3],2.1425,1.899295107266425e-05,0.0046674445740957
aircraft[0].dataLink[4],1.265,1.9235885075047e-05,0.017786561264822
aircraft[0].dataLink[5],2.3875,1.922341631572875e-05,0.0094240837696335
aircraft[0].dataLink[6],2.5525,1.906936409226925e-05,0.012732615083252
aircraft[0].dataLink[7],1.3075,1.94689345314145e-05,0.015296367112811
aircraft[0].dataLink[8],1.535,1.956446466868475e-05,0.021172638436482
aircraft[0].dataLink[9],1.25,1.9061484633738e-05,0.01
aircraft[0].dataLink[0],1.8825,1.967870923134725e-05,0.01859229747676
aircraft[0].dataLink[1],1.4325,1.94796624061595e-05,0.0052356020942408
aircraft[0].dataLink[2],0.72,1.94035848647645e-05,0.0034722222222222
aircraft[0].dataLink[3],2.495,1.9239699713731e-05,0.012024048096192
aircraft[0].dataLink[4],2.06,1.9190742893247e-05,0.013349514563107
aircraft[0].dataLink[5],2.7075,1.8911044678026e-05,0.012927054478301
aircraft[0].dataLink[6],3.0175,1.8892216117477248e-05,0.014084507042254
aircraft[0].dataLink[7],1.925,1.957042761161025e-05,0.012987012987013
aircraft[0].dataLink[8],1.4275,1.904438967672025e-05,0.014010507880911
aircraft[0].dataLink[9],1.44,1.9283177294408248e-05,0.010416666666667
aircraft[0].dataLink[0],2.1075,1.934317112588125e-05,0.015421115065243
aircraft[0].dataLink[1],1.525,1.89834125137505e-05,0.014754098360656
aircraft[0].dataLink[2],2.015,1.9221178503076e-05,0.012406947890819
aircraft[0].dataLink[3],1.1575,1.9509206537837e-05,0.030237580993521
aircraft[0].dataLink[4],2.7325,1.911865844925e-05,0.013723696248856
aircraft[0].dataLink[5],2.2025,1.917847603874425e-05,0.013620885357548
aircraft[0].dataLink[6],1.0475,1.9258609108339e-05,0.0095465393794749
aircraft[0].dataLink[7],2.9925,1.90894644129495e-05,0.018379281537176
aircraft[0].dataLink[8],1.0575,1.938990093015025e-05,0.021276595744681
aircraft[0].dataLink[9],2.86,1.913158204860175e-05,0.018356643356643
aircraft[0].dataLink[0],2.9075,1.939437403612425e-05,0.012037833190026
aircraft[0].dataLink[1],2.045,1.926747146618775e-05,0.0061124694376528
aircraft[0].dataLink[2],1.405,1.891823843279825e-05,0.02135231316726
aircraft[0].dataLink[3],1.9925,1.866702622248175e-05,0.016311166875784
aircraft[0].dataLink[4],1.785,1.914635286310575e-05,0.016806722689076
aircraft[0].dataLink[5],2.045,1.91996025828425e-05,0.011002444987775
aircraft[0].dataLink[6],1.5,1.957829390024275e-05,0.011666666666667
aircraft[0].dataLink[7],1.9625,1.927552936223775e-05,0.0076433121019108
aircraft[0].dataLink[8],2.055,1.923342364022375e-05,0.014598540145985
aircraft[0].dataLink[9],1.985,1.891846858336575e-05,0.013853904282116
aircraft[0].dataLink[0],2.5175,1.93968849703435e-05,0.020854021847071
aircraft[0].dataLink[1],3.66,1.916351692598175e-05,0.01707650273224
aircraft[0].dataLink[2],1.9875,1.925026459394925e-05,0.015094339622642
aircraft[0].dataLink[3],2.24,1.8640322467125252e-05,0.015625
aircraft[0].dataLink[4],1.635,1.88683408774815e-05,0.0061162079510703
aircraft[0].dataLink[5],0.76,1.889443850458125e-05,0.0065789473684211
aircraft[0].dataLink[6],0.76,1.9279540496627252e-05,0.029605263157895
aircraft[0].dataLink[7],2.84,1.9339734743417748e-05,0.027288732394366
aircraft[0].dataLink[8],2.7375,1.9307084558579e-05,0.010958904109589
aircraft[0].dataLink[9],0.24,1.885706866834525e-05,0.0
aircraft[0].dataLink[0],2.2375,1.934307996237075e-05,0.012290502793296
aircraft[0].dataLink[1],1.54,1.9348853503854e-05,0.019480519480519
aircraft[0].dataLink[2],1.0575,1.960901442840975e-05,0.0047281323877069
aircraft[0].dataLink[3],2.7975,1.9387466326807e-05,0.01697944593387
aircraft[0].dataLink[4],2.06,1.972206529416225e-05,0.018203883495146
aircraft[0].dataLink[5],2.925,1.918718659630975e-05,0.016239316239316
aircraft[0].dataLink[6],1.61,1.899088069575725e-05,0.010869565217391
aircraft[0].dataLink[7],1.2075,1.942450135348075e-05,0.012422360248447
aircraft[0].dataLink[8],2.1075,1.90835088162285e-05,0.02135231316726
aircraft[0].dataLink[9],2.3725,1.90145019806455e-05,0.01159114857745
aircraft[0].dataLink[0],1.7375,1.899221782066675e-05,0.0043165467625899
aircraft[0].dataLink[1],1.9375,1.928303291999175e-05,0.0090322580645161
aircraft[0].dataLink[2],2.29,1.91359684220695e-05,0.016375545851528
aircraft[0].dataLink[3],2.2725,1.9254166935212502e-05,0.017601760176018
aircraft[0].dataLink[4],1.57,1.8666553178935998e-05,0.0079617834394904
aircraft[0].dataLink[5],3.14,1.922513638944225e-05,0.013535031847134
aircraft[0].dataLink[6],0.9475,1.936740115571275e-05,0.015831134564644
aircraft[0].dataLink[7],0.6975,1.957563370571075e-05,0.014336917562724
aircraft[0].dataLink[8],1.2725,1.9191482391849752e-05,0.0078585461689587
