aircraft,throughput,serviceTime,queueLength
aircraft[0].dataLink[0],0.5375,1.9073836571819998e-05,0.037209302325581
aircraft[0].dataLink[1],1.525,1.9155868868829e-05,0.063934426229508
aircraft[0].dataLink[2],3.1075,1.876996393577075e-05,0.069991954947707
aircraft[0].dataLink[3],5.525,1.91827819640725e-05,0.070135746606335
aircraft[0].dataLink[4],1.415,1.84585938254515e-05,0.030035335689046
aircraft[0].dataLink[5],2.4575,1.839849539443275e-05,0.076297049847406
aircraft[0].dataLink[6],1.655,1.87240970654625e-05,0.06797583081571
aircraft[0].dataLink[7],1.455,1.9296554811504752e-05,0.061855670103093
aircraft[0].dataLink[8],1.0525,1.8983075720790248e-05,0.07125890736342
aircraft[0].dataLink[9],0.98,1.88432051485405e-05,0.081632653061224
aircraft[0].dataLink[10],4.1175,1.88295895553105e-05,0.058894960534305
aircraft[0].dataLink[11],1.945,1.929830306420525e-05,0.10025706940874
aircraft[0].dataLink[12],2.45,1.93975214968105e-05,0.068367346938776
aircraft[0].dataLink[13],1.425,1.910151954026425e-05,0.036842105263158
aircraft[0].dataLink[14],1.475,1.8957104464539e-05,0.059322033898305
aircraft[0].dataLink[15],0.52,1.8745892164587e-05,0.10576923076923
aircraft[0].dataLink[16],2.43,1.9523886860533002e-05,0.10082304526749
aircraft[0].dataLink[17],1.0225,1.9315735357057748e-05,0.061124694376528
aircraft[0].dataLink[18],2.4425,1.8763069531288252e-05,0.04503582395087
aircraft[0].dataLink[19],1.4675,1.9699612852968002e-05,0.10391822827939
aircraft[0].dataLink[0],3.125,1.9199801381901e-05,0.0856
aircraft[0].dataLink[1],1.515,1.937087952077425e-05,0.075907590759076
aircraft[0].dataLink[2],1.4675,1.8702453698788e-05,0.057921635434412
aircraft[0].dataLink[3],1.5125,1.9908118161109e-05,0.059504132231405
aircraft[0].dataLink[4],2.06,1.9724988097103002e-05,0.099514563106796
aircraft[0].dataLink[5],2.535,1.939156451077075e-05,0.068047337278107
aircraft[0].dataLink[6],1.9325,1.9557288801981e-05,0.054333764553687
aircraft[0].dataLink[7],1.86,1.917192905785625e-05,0.05241935483871
aircraft[0].dataLink[8],1.5175,1.9042540941567e-05,0.041186161449753
aircraft[0].dataLink[9],2.975,1.982597170221275e-05,0.063865546218487
aircraft[0].dataLink[10],3.25,1.902583995286125e-05,0.062307692307692
aircraft[0].dataLink[11],0.5075,1.8055414374623497e-05,0.054187192118227
aircraft[0].dataLink[12],2.3875,1.900777698099e-05,0.043979057591623
aircraft[0].dataLink[13],0.5625,1.892419560875875e-05,0.075555555555556
aircraft[0].dataLink[14],1.885,1.875437494666075e-05,0.047745358090186
aircraft[0].dataLink[15],1.0425,1.8367383913788e-05,0.047961630695444
aircraft[0].dataLink[16],1.4325,1.93639056580515e-05,0.06457242582897
aircraft[0].dataLink[17],3.5225,1.91258657383545e-05,0.081618168914123
aircraft[0].dataLink[18],1.475,1.924852441195325e-05,0.074576271186441
aircraft[0].dataLink[19],2.5375,1.92083420521285e-05,0.049261083743842
aircraft[0].dataLink[0],1.4375,1.9132834761166748e-05,0.050434782608696
aircraft[0].dataLink[1],0.535,1.8497057287261248e-05,0.10280373831776
aircraft[0].dataLink[2],1.53,1.926704504982175e-05,0.047385620915033
aircraft[0].dataLink[3],2.395,1.9747607517637748e-05,0.05741127348643
aircraft[0].dataLink[4],4.07,1.900217123550025e-05,0.067567567567568
aircraft[0].dataLink[5],1.8275,1.919520579541475e-05,0.043775649794802
aircraft[0].dataLink[7],2.09,1.868046472051925e-05,0.074162679425837
aircraft[0].dataLink[8],2.095,1.850914857976175e-05,0.063245823389021
aircraft[0].dataLink[9],2.56,1.85697646433675e-05,0.0537109375
aircraft[0].dataLink[10],1.035,1.919873538830925e-05,0.094202898550725
aircraft[0].dataLink[11],1.4725,1.9256267051663752e-05,0.067911714770798
aircraft[0].dataLink[12],1.4625,1.901406487116725e-05,0.061538461538462
aircraft[0].dataLink[13],1.4725,1.877180756741725e-05,0.073005093378608
aircraft[0].dataLink[14],2.41,1.8791230828749e-05,0.069502074688797
aircraft[0].dataLink[15],0.9875,1.95549828653695e-05,0.083544303797468
aircraft[0].dataLink[16],1.935,1.90509945151815e-05,0.049095607235142
aircraft[0].dataLink[17],3.4375,1.8540969972115e-05,0.055272727272727
aircraft[0].dataLink[18],3.915,1.895899754774875e-05,0.06066411238825
aircraft[0].dataLink[19],1.91,1.9432031791678e-05,0.054973821989529
aircraft[0].dataLink[0],2.985,1.9057578943797e-05,0.080402010050251
aircraft[0].dataLink[1],2.1,1.900154118539575e-05,0.070238095238095
aircraft[0].dataLink[2],2.4875,1.896207955533225e-05,0.091457286432161
aircraft[0].dataLink[3],1.0525,1.85409379213535e-05,0.1021377672209
aircraft[0].dataLink[4],0.5475,1.9465185662625997e-05,0.068493150684932
aircraft[0].dataLink[5],0.9675,1.9437312745916e-05,0.054263565891473
aircraft[0].dataLink[6],1.4725,1.9374391261862998e-05,0.039049235993209
aircraft[0].dataLink[7],2.5425,1.8984469553490497e-05,0.056047197640118
aircraft[0].dataLink[8],2.5525,1.9122333728871e-05,0.070519098922625
aircraft[0].dataLink[9],0.545,1.8692218740567248e-05,0.068807339449541
aircraft[0].dataLink[10],1.99,1.87673455456295e-05,0.085427135678392
aircraft[0].dataLink[11],1.425,1.93097942280205e-05,0.098245614035088
aircraft[0].dataLink[12],2.035,1.993396130550275e-05,0.087223587223587
aircraft[0].dataLink[13],1.475,1.946609862363675e-05,0.071186440677966
aircraft[0].dataLink[14],2.46,1.911894694359025e-05,0.074186991869919
aircraft[0].dataLink[15],1.91,1.99006035861015e-05,0.06544502617801
aircraft[0].dataLink[16],1.09,1.90817231879235e-05,0.087155963302752
aircraft[0].dataLink[17],3.495,1.9270266820195502e-05,0.068669527896996
aircraft[0].dataLink[18],2.8525,1.906728393807525e-05,0.063102541630149
aircraft[0].dataLink[19],3.12,1.93565570149535e-05,0.064102564102564
aircraft[0].dataLink[0],1.88,1.94506977618935e-05,0.069148936170213
aircraft[0].dataLink[1],1.99,1.884143211355225e-05,0.046482412060302
aircraft[0].dataLink[2],2.125,1.956565651319825e-05,0.14117647058824
aircraft[0].dataLink[3],2.63,1.889168114053325e-05,0.054182509505703
aircraft[0].dataLink[4],0.9,1.957142704955575e-05,0.036111111111111
aircraft[0].dataLink[5],1.0025,1.8861465960859e-05,0.057356608478803
aircraft[0].dataLink[6],1.0725,1.9474022826107e-05,0.067599067599068
aircraft[0].dataLink[7],2.4875,1.9400828248413e-05,0.05929648241206
aircraft[0].dataLink[8],2.0825,1.880911616709925e-05,0.04921968787515
aircraft[0].dataLink[10],4.5775,1.9330483295848e-05,0.068814855270344
aircraft[0].dataLink[11],0.9875,1.9366947166646252e-05,0.035443037974684
aircraft[0].dataLink[12],2.035,1.923179592806225e-05,0.073710073710074
aircraft[0].dataLink[13],1.875,1.92259060673935e-05,0.057333333333333
aircraft[0].dataLink[14],2.495,1.975970777403475e-05,0.093186372745491
aircraft[0].dataLink[15],1.89,1.8767995132798e-05,0.055555555555556
aircraft[0].dataLink[16],2.1,1.893337089129225e-05,0.083333333333333
aircraft[0].dataLink[17],1.5375,1.88318325606515e-05,0.058536585365854
aircraft[0].dataLink[18],3.5125,1.91557981842515e-05,0.054092526690391
aircraft[0].dataLink[19],1.9325,1.9613690329274247e-05,0.063389391979301
aircraft[0].dataLink[0],1.545,1.904262905773075e-05,0.087378640776699
aircraft[0].dataLink[1],1.01,1.9818981593254503e-05,0.11881188118812
aircraft[0].dataLink[2],0.96,1.9305032061607e-05,0.065104166666667
aircraft[0].dataLink[3],1.52,1.85386323825035e-05,0.064144736842105
aircraft[0].dataLink[4],0.9375,1.9293885802997e-05,0.064
aircraft[0].dataLink[5],2.585,1.930660647869725e-05,0.067698259187621
aircraft[0].dataLink[6],2.0475,1.9065425411034502e-05,0.058608058608059
aircraft[0].dataLink[7],2.4475,1.931851686659425e-05,0.045965270684372
aircraft[0].dataLink[8],2.5675,1.920437559036925e-05,0.10710808179163
aircraft[0].dataLink[9],3.9775,1.960792953798425e-05,0.076681332495286
aircraft[0].dataLink[10],2.9625,1.8914505519394e-05,0.059071729957806
aircraft[0].dataLink[11],2.3725,1.9456961039418752e-05,0.063224446786091
aircraft[0].dataLink[12],2.5775,1.898719662007775e-05,0.079534432589719
aircraft[0].dataLink[13],1.005,1.93350955511025e-05,0.04726368159204
aircraft[0].dataLink[14],2.0475,1.91249135257305e-05,0.081807081807082
aircraft[0].dataLink[15],1.0525,1.9264749122942e-05,0.052256532066508
aircraft[0].dataLink[16],0.9775,1.93608267394115e-05,0.056265984654731
aircraft[0].dataLink[17],3.4675,1.9315760910034753e-05,0.07858687815429
aircraft[0].dataLink[18],0.9625,1.980042639099775e-05,0.046753246753247
aircraft[0].dataLink[19],2.1225,1.839096963964825e-05,0.062426383981154
aircraft[0].dataLink[0],1.535,1.892605242520075e-05,0.055374592833876
aircraft[0].dataLink[1],1.03,1.8924935567019252e-05,0.097087378640777
aircraft[0].dataLink[2],2.08,1.929605901195225e-05,0.081730769230769
aircraft[0].dataLink[3],2.5875,1.913654941603125e-05,0.056038647342995
aircraft[0].dataLink[4],0.995,1.9396174298861e-05,0.077889447236181
aircraft[0].dataLink[5],1.5125,1.89235911002905e-05,0.071074380165289
aircraft[0].dataLink[6],1.4275,1.8925227115609e-05,0.042031523642732
aircraft[0].dataLink[7],3.6275,1.9328859287523e-05,0.095106822880772
aircraft[0].dataLink[8],3.1075,1.88499789745485e-05,0.094931617055511
aircraft[0].dataLink[9],2.0275,1.927602357929225e-05,0.077681874229346
aircraft[0].dataLink[10],2.5175,1.87592829191445e-05,0.056603773584906
aircraft[0].dataLink[11],2.535,1.9844031731497748e-05,0.1232741617357
aircraft[0].dataLink[12],1.635,1.906740862750375e-05,0.079510703363914
aircraft[0].dataLink[13],2.63,1.902037079434825e-05,0.072243346007605
aircraft[0].dataLink[14],2.0725,1.901226960585775e-05,0.06875753920386
aircraft[0].dataLink[15],1.0425,1.9216881884513498e-05,0.10071942446043
aircraft[0].dataLink[16],2.335,1.89221976258235e-05,0.055674518201285
aircraft[0].dataLink[17],2.4925,1.8669670207693498e-05,0.0481444332999
aircraft[0].dataLink[18],0.4975,1.7979738063684752e-05,0.085427135678392
aircraft[0].dataLink[19],1.97,1.906597494524675e-05,0.069796954314721
aircraft[0].dataLink[0],0.9625,1.936382965723875e-05,0.041558441558442
aircraft[0].dataLink[1],3.3575,1.917139269749575e-05,0.053611317944899
aircraft[0].dataLink[2],2.8375,1.8962588022654998e-05,0.037004405286344
aircraft[0].dataLink[3],3.0575,1.9281186229421248e-05,0.062142273098937
aircraft[0].dataLink[4],4.5025,1.921397858557175e-05,0.076624097723487
aircraft[0].dataLink[5],1.555,1.922169052400125e-05,0.078778135048232
aircraft[0].dataLink[6],1.5825,1.96428073481335e-05,0.090047393364929
aircraft[0].dataLink[7],1.5825,1.859386738563875e-05,0.060031595576619
aircraft[0].dataLink[8],0.455,1.8803606035424e-05,0.027472527472527
aircraft[0].dataLink[9],2.0075,1.9282529667827e-05,0.066002490660025
aircraft[0].dataLink[10],1.4125,1.9964528457077e-05,0.061946902654867
aircraft[0].dataLink[11],1.5675,1.870043237522325e-05,0.068580542264753
aircraft[0].dataLink[12],0.515,1.8661004113706e-05,0.092233009708738
aircraft[0].dataLink[13],1.9275,1.90934449214455e-05,0.058365758754864
aircraft[0].dataLink[14],1.5,1.973028737885425e-05,0.076666666666667
aircraft[0].dataLink[15],2.0175,1.946343515146775e-05,0.064436183395291
aircraft[0].dataLink[16],1.515,1.9473014573947e-05,0.084158415841584
aircraft[0].dataLink[17],2.5025,1.8754521509762e-05,0.05994005994006
aircraft[0].dataLink[18],2.5025,1.9358659969721498e-05,0.065934065934066
aircraft[0].dataLink[19],1.49,1.8978517647679e-05,0.073825503355705
aircraft[0].dataLink[0],2.475,1.895235498638575e-05,0.04040404040404
aircraft[0].dataLink[1],3.9125,1.92899097234945e-05,0.07667731629393
aircraft[0].dataLink[2],1.4775,1.87726635317665e-05,0.035532994923858
aircraft[0].dataLink[3],0.4975,1.93053835631875e-05,0.12562814070352
aircraft[0].dataLink[4],3.1025,1.874478928335525e-05,0.062852538275584
aircraft[0].dataLink[5],1.9775,1.8622579177790748e-05,0.093552465233881
aircraft[0].dataLink[6],0.525,1.998029814872025e-05,0.080952380952381
aircraft[0].dataLink[7],3.03,1.9201013207431752e-05,0.065181518151815
aircraft[0].dataLink[8],2.9475,1.925982423680775e-05,0.055131467345208
aircraft[0].dataLink[9],3.05,1.930183533203975e-05,0.068852459016393
aircraft[0].dataLink[10],1.0375,1.944290669093025e-05,0.057831325301205
aircraft[0].dataLink[11],3.04,1.898995938857125e-05,0.070723684210526
aircraft[0].dataLink[12],0.9925,1.893577416488375e-05,0.052896725440806
aircraft[0].dataLink[13],3.055,1.892147967229125e-05,0.067103109656301
aircraft[0].dataLink[14],1.0,1.94204946163805e-05,0.12
aircraft[0].dataLink[15],2.0,1.899001716715425e-05,0.0575
aircraft[0].dataLink[16],2.4525,1.967842849721375e-05,0.068297655453619
aircraft[0].dataLink[18],0.47,1.9379360262559e-05,0.12765957446809
aircraft[0].dataLink[19],1.9825,1.852779696748425e-05,0.056746532156368
aircraft[0].dataLink[0],1.0075,1.922180533430075e-05,0.059553349875931
aircraft[0].dataLink[1],2.5975,1.8884961459175002e-05,0.062560153994225
aircraft[0].dataLink[2],2.445,1.8879970210893752e-05,0.078732106339468
aircraft[0].dataLink[3],1.95,1.90949125032405e-05,0.06025641025641
aircraft[0].dataLink[4],2.46,1.910531726929525e-05,0.066056910569106
aircraft[0].dataLink[5],0.9625,1.8880762972102752e-05,0.057142857142857
aircraft[0].dataLink[6],2.4725,1.9692131354122248e-05,0.063700707785642
aircraft[0].dataLink[7],2.0625,1.9042247235411e-05,0.048484848484848
aircraft[0].dataLink[8],0.9725,1.87687021793275e-05,0.051413881748072
aircraft[0].dataLink[9],1.5,1.9330785515783e-05,0.088333333333333
aircraft[0].dataLink[10],0.9625,1.9593844131593252e-05,0.067532467532468
aircraft[0].dataLink[11],1.4425,1.93295490012085e-05,0.098786828422877
aircraft[0].dataLink[12],1.51,1.94808495937685e-05,0.06953642384106
aircraft[0].dataLink[13],1.5425,1.93513935645785e-05,0.085899513776337
aircraft[0].dataLink[14],2.06,1.927912226876625e-05,0.065533980582524
aircraft[0].dataLink[15],3.5575,1.8719349819836e-05,0.066057624736472
aircraft[0].dataLink[16],2.52,1.917717270222325e-05,0.055555555555556
aircraft[0].dataLink[17],2.045,1.91632873398185e-05,0.073349633251834
aircraft[0].dataLink[18],2.37,1.9157777644923502e-05,0.062236286919831
aircraft[0].dataLink[19],2.3975,1.9238944218291002e-05,0.031282586027112
